track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,Hit_or_Flop,Era,id
Main Naiyon Bolna,Bally Sagoo,spotify:track:6b04yst6iSkPBN5gXUw60v,0.818,0.517,7,-7.196,1,0.108,0.0587,0.00139,0.13,0.52,92.997,357093,4,38.89224,15,0,00s,29527
Moonchild,Fields Of The Nephilim,spotify:track:1ZqZbTxNG6iCA7GabNsvGr,0.336,0.823,0,-8.09,1,0.0364,0.0118,0.846,0.105,0.449,150.452,340627,4,31.45534,12,0,80s,23108
Pitiful,Blindside,spotify:track:2ksNhmwo9CYeGfltHjlNHW,0.532,0.943,5,-4.243,0,0.0429,0.000853,0.0,0.364,0.46,131.803,192600,4,42.84274,8,0,10s,35139
Mirror Mirror,M2M,spotify:track:2gX1J5hbHs1V7gkHsNglTv,0.696,0.685,1,-5.53,0,0.0246,0.218,0.0,0.0988,0.507,100.088,200427,4,29.94986,8,1,00s,30425
Makes You Blind,The Glitter Band,spotify:track:022cwKemVAI8fMKym7qrps,0.739,0.696,11,-10.926,0,0.0389,0.000941,0.758,0.157,0.963,124.095,193013,4,47.94896,9,1,70s,13163
Needles And Pins,The Searchers,spotify:track:0zABw1PtGYHsU4VDpDZsra,0.565,0.953,9,-6.504,1,0.0393,0.0546,2.95e-05,0.0637,0.887,124.287,131360,4,22.00856,6,1,60s,3119
Drifts,After The Burial,spotify:track:07a1Ve6tUC4c231BOJpXKm,0.256,0.983,8,-3.528,1,0.179,1.57e-05,0.194,0.102,0.0673,137.358,249587,4,84.61857,10,0,00s,32468
The Rockafeller Skank,Fatboy Slim,spotify:track:7mCQK9YB25WZw1saUjfL4e,0.665,0.991,7,-6.725,1,0.256,0.0117,0.00392,0.339,0.0676,152.596,413880,4,38.97526,18,1,90s,26031
Parcas Sangrientas,V8,spotify:track:1xlq4on5cFBay8qsajWoFx,0.337,0.901,2,-10.374,1,0.0762,0.000467,0.000228,0.294,0.372,144.784,129227,4,33.28997,7,0,80s,22528
I Love You More Than Words Can Say,Otis Redding,spotify:track:6pIQthK47HGXz2SLwrolj4,0.508,0.127,10,-13.953,1,0.0337,0.779,0.0,0.0937,0.283,129.676,172907,3,31.48406,10,1,60s,6135
Lolli Lolli (Pop That Body),"Three 6 Mafia Featuring Project Pat, Young D & Superpower",spotify:track:4xWMTkwknjh8FzxNrkwLl6,0.89,0.946,2,-5.673,1,0.0489,0.0188,0.000128,0.11,0.872,120.0,251373,4,25.18763,13,1,00s,33714
Even Now,Barry Manilow,spotify:track:5ysB8OZ3b5GRTxX4YEJaX1,0.294,0.319,11,-10.359,1,0.0303,0.574,0.000106,0.0997,0.313,132.343,210507,4,46.34691,11,1,70s,14355
Perverted Undertone,Prefuse 73,spotify:track:0DjzUUdiltvAnYSwdhTbms,0.632,0.573,4,-6.938,0,0.031,0.0349,0.943,0.125,0.27,94.003,198040,4,41.66849,8,0,00s,34364
Message In Our Music,The O'Jays,spotify:track:1lYCmnucH0yo2XGzd2h57r,0.668,0.774,5,-7.001,1,0.0468,0.149,4.39e-05,0.254,0.77,128.32,380160,4,43.92353,18,1,70s,12503
Soul Food,Goodie Mob,spotify:track:0oipDSP2WW7wf5NeEjVxgK,0.927,0.495,4,-8.778,0,0.304,0.0689,8.62e-05,0.0826,0.618,96.372,236467,4,25.03479,9,1,90s,24622
Maybe I'm A Fool,Eddie Money,spotify:track:18eyLgN59xVDlmTmSzwkRH,0.672,0.72,0,-6.503,0,0.0319,0.35,5.46e-05,0.162,0.79,95.71,185733,4,27.04753,8,1,70s,11541
Promise - Instrumental,Harry Rabinowitz,spotify:track:7K6L5Fe0NbxjC4WRLbwEBb,0.12,0.0516,3,-22.538,0,0.0376,0.986,0.868,0.0778,0.0716,91.655,166667,4,16.71362,11,0,90s,28510
Dead Man's Story,Karma Violens,spotify:track:7us9dzkXkkbXVNO3ndacdA,0.36,0.728,0,-4.216,1,0.05,1.1e-05,0.163,0.109,0.281,91.112,251606,4,52.37842,11,0,10s,39030
Murky,Dj Spinna,spotify:track:0qwT4wJ6YyJ3TonzqrXrXZ,0.564,0.644,7,-9.445,1,0.0459,0.00573,0.879,0.0693,0.733,181.791,120869,4,32.07252,7,0,10s,38465
Glaciers Interdits (Generique 2),Laurence Vanay,spotify:track:51uQK7XcbWETlZm9cPihEY,0.66,0.314,2,-21.402,0,0.0365,0.607,0.861,0.121,0.783,140.433,332093,3,26.54116,12,0,70s,15043
Department Of Youth,Alice Cooper,spotify:track:3kzmI3qZbtBKcVfiUyT2xI,0.533,0.906,5,-7.547,1,0.0381,0.2,0.0015,0.493,0.638,121.669,196800,4,32.5324,9,1,70s,12915
Hang On,Floyd Cramer,spotify:track:7stF084H3lFfS8yWYdncRE,0.574,0.894,2,-10.012,1,0.0331,0.376,0.00402,0.356,0.969,98.014,107867,4,33.3474,6,1,60s,5538
Ain't No High Like Rock 'N Roll,Helix,spotify:track:0oxcxVew4VgBo29sw5sSOT,0.267,0.931,2,-6.12,1,0.0675,0.000518,1.43e-06,0.364,0.49,156.607,214427,4,23.70605,9,0,80s,18263
Good Lovin,Ludacris Featuring Miguel,spotify:track:60BVxPevV4Jr3Dj4M7Md0z,0.585,0.754,0,-5.231,1,0.237,0.295,3.23e-06,0.109,0.598,82.822,223440,4,28.028,8,1,10s,38760
Only Time - Piano Instrumental,Attila Fias,spotify:track:325aIcgILueOWAGIlgX53d,0.48,0.256,3,-17.985,1,0.0521,0.973,0.905,0.111,0.0489,81.643,217775,4,63.3773,7,0,10s,40076
Demons And Angels,A Boogie Wit da Hoodie Featuring Juice WRLD,spotify:track:3L19besdNQzd342qL78xqm,0.81,0.55,2,-7.46,0,0.17,0.0114,5.69e-06,0.107,0.183,76.503,214593,4,50.98528,9,1,10s,37264
Diez Seran (We'll Get the Ten Million Tons),Carlos Puebla,spotify:track:2wPX85apNKIpw37v1cyiRb,0.753,0.343,6,-20.695,1,0.0605,0.975,0.88,0.0935,0.964,152.213,182573,3,29.83901,11,0,70s,10653
Stay With Me Tonight,Jeffrey Osborne,spotify:track:0AXvsShBtCtMVx1kRPOu6T,0.906,0.857,7,-9.804,0,0.0406,0.157,0.00059,0.126,0.968,120.755,298533,4,63.53587,11,1,80s,21137
I Hate You,The Monks,spotify:track:3XrPNRdFbGZESTGPte23dD,0.65,0.798,9,-8.126,0,0.0541,0.441,0.000706,0.137,0.464,110.646,213707,4,52.09851,9,0,60s,4735
Playing With The Boys,Kenny Loggins,spotify:track:5mQYBoGU3BOAqiFq54b51i,0.638,0.87,2,-7.93,1,0.0362,0.0885,8.96e-06,0.116,0.892,141.674,239267,4,22.1579,15,1,80s,17293
Ehi Amico C'è Sabata (Banjo),Marcello Giombini,spotify:track:110GDDH40RJDw0aj51qkOy,0.559,0.606,5,-7.687,1,0.0304,0.67,0.827,0.257,0.881,97.892,73373,4,29.58301,3,0,60s,3214
Locura,Tito Rodriguez,spotify:track:1SKscK8iTLd531GdkB7wSN,0.33,0.403,0,-9.002,0,0.0367,0.967,0.000241,0.214,0.443,111.809,154067,4,25.4696,8,0,60s,5788
Wild At Heart,Gloriana,spotify:track:0As5NstLxpNgAowtusWsnb,0.583,0.859,7,-4.009,1,0.0389,0.0183,0.0,0.0928,0.772,97.998,223573,4,51.20063,13,1,00s,30188
"Chup, Chup, I Got Away",Marcos Valle,spotify:track:1ZXMm49vUGwg1rwXkJbXr4,0.848,0.375,2,-11.741,1,0.0457,0.677,0.0,0.312,0.899,116.417,138133,4,34.52404,8,0,60s,7913
Fishing Blues,Henry Thomas,spotify:track:35RnujZRLZJvnGKpfWqoeH,0.589,0.21,8,-14.145,0,0.0544,0.974,0.000822,0.196,0.63,98.063,162040,4,44.46079,9,0,80s,20518
I've Lost Everything I've Ever Loved,David Ruffin,spotify:track:28UrAmoEF3BLUELuIBDAjO,0.643,0.744,11,-9.241,1,0.0516,0.0466,0.0,0.0807,0.782,104.202,180213,4,34.54808,8,1,60s,2526
Me Cai De La Nube,Cornelio Reyna,spotify:track:4zlYTXsDIa4Q5pqj1GO1KO,0.523,0.344,10,-9.469,1,0.0501,0.629,0.0,0.175,0.806,90.978,168533,4,70.22618,7,0,90s,27772
Summoning the Black Destruction,Invincible Force,spotify:track:7M65keEbggcuLcHZtQ6ESm,0.442,0.988,8,-5.191,1,0.101,0.028,0.83,0.183,0.255,128.392,219360,4,79.50881,9,0,10s,37443
If We Fall In Love Tonight,Rod Stewart,spotify:track:3yhHZaToQ3ZxN1A4GzByZR,0.677,0.572,1,-11.266,1,0.0388,0.505,0.0,0.0732,0.455,87.913,340507,4,44.67862,13,1,90s,24298
Bei Nacht,Rio Reiser,spotify:track:1uHwyibZtAYFwtFuRboomt,0.648,0.243,9,-16.473,1,0.0395,0.394,0.00616,0.118,0.52,121.318,365200,4,61.45136,12,0,80s,18983
Le toit du monde,Georges Delerue,spotify:track:3WviWDKUl2NqeuwU8D1a4P,0.0822,0.00696,0,-31.748,0,0.0405,0.966,0.823,0.124,0.195,75.673,70507,4,17.72844,3,0,70s,12025
PBS,Tycho,spotify:track:5W8uDpeLHcbR5N1HpGKYZ1,0.592,0.579,0,-9.783,1,0.0309,0.132,0.797,0.0953,0.353,117.01,280853,4,72.70627,10,0,00s,32363
Be Thankful For What You Got,William DeVaughn,spotify:track:5ndGYGQJGv1hbpTKD6gzLZ,0.799,0.254,11,-20.281,0,0.112,0.000478,0.0227,0.15,0.763,106.939,414533,4,26.23383,14,1,70s,14532
Liquid Swords,Genius/GZA,spotify:track:7bp5DfkdK1OAvNJ1U4HfDA,0.704,0.642,1,-10.11,1,0.39,0.00704,1.43e-06,0.161,0.72,92.09,209973,4,23.7503,12,1,90s,28028
Thank You Baby,The Shirelles,spotify:track:3AQzEgGJ0VfJDedxatbgi7,0.706,0.151,6,-19.914,1,0.0413,0.987,0.628,0.102,0.602,102.429,156027,4,63.64855,6,1,60s,536
Puppet's Dance,Jean-Luc Ponty,spotify:track:6IXNQRSMY0AGSdX5faygWv,0.446,0.676,4,-11.719,0,0.0339,0.305,0.947,0.0508,0.918,152.377,219027,3,64.74612,9,0,70s,16027
Chain Of Fools,Little Caesar,spotify:track:5EimBXIpSxuVaGXz6m5Tif,0.613,0.77,2,-8.626,1,0.0447,0.00333,1.92e-05,0.318,0.607,116.129,328160,4,20.66258,15,1,90s,27420
Just Gettin' Started,Jason Aldean,spotify:track:1WtdhlaiUoDTrVNSwaya0L,0.507,0.805,9,-4.611,0,0.0867,0.396,1.16e-06,0.106,0.513,167.983,195480,4,22.00514,11,1,10s,37368
No Frauds,"Nicki Minaj, Drake & Lil Wayne",spotify:track:7KcGEssn7BnJdTgildK5y0,0.867,0.558,1,-6.975,1,0.258,0.0884,4.05e-06,0.541,0.432,139.061,272453,4,33.75793,18,1,10s,36828
When Love & Hate Collide,Def Leppard,spotify:track:7Bj6xscdWnY8sarktaK19U,0.477,0.564,4,-8.582,1,0.028,0.0111,0.0,0.221,0.292,67.965,257680,4,48.82694,10,1,90s,24942
The First Circle,Bob Curnow's L.A. Big Band,spotify:track:2SJZZYP3QFyAEisssMncjS,0.297,0.398,0,-11.476,1,0.0368,0.734,0.764,0.0843,0.314,169.786,534627,3,41.05695,27,0,90s,24018
Incoerência,Fábio Jr.,spotify:track:6du5S2vNeYZh64fNd2GmnF,0.546,0.749,11,-8.497,0,0.224,0.206,0.0,0.219,0.781,87.194,157560,4,26.09873,10,0,70s,14853
I Want To Take You Higher,Sly & The Family Stone,spotify:track:4qpIk2rvkmxJEVvt38tepd,0.613,0.844,9,-10.147,1,0.0553,0.123,0.761,0.308,0.519,102.773,322360,4,18.87895,15,1,60s,2961
Hocus Pocus,Helloween,spotify:track:7d6rZfFch5n1eexorZew4n,0.373,0.774,1,-5.233,1,0.0774,0.000635,0.532,0.346,0.404,181.983,403867,4,47.79877,16,0,90s,24743
Tilt Ya Head Back,Nelly & Christina Aguilera,spotify:track:2VJg6kEJXgeBNm0xnl7xYk,0.836,0.724,10,-5.789,0,0.145,0.0336,0.0,0.279,0.735,115.721,253253,4,52.81493,12,1,00s,31557
אהבת חיי,Haim Moshe,spotify:track:6OJ34FGFfzFyr3CjkJmlBE,0.764,0.359,4,-14.234,0,0.0526,0.26,4.29e-06,0.112,0.953,154.763,263693,4,29.53998,12,0,80s,20240
Hands On The Radio,Henry Lee Summer,spotify:track:46pITDSOoxdYEqeqa1MS9f,0.58,0.643,2,-12.095,1,0.0303,0.0196,0.0,0.191,0.57,130.305,199973,4,25.29252,10,1,80s,17368
Guilty By Ignorance,Snapcase,spotify:track:2sg4opbsSJZN8GZzcR8Sni,0.359,0.926,1,-4.378,1,0.0442,9.33e-06,2.8e-05,0.49,0.686,127.653,157773,4,28.74045,7,0,90s,26778
Rosanna,Toto,spotify:track:37BTh5g05cxBIRYMbw8g2T,0.384,0.512,7,-13.035,0,0.0358,0.0213,0.000139,0.205,0.739,78.442,331200,4,44.14193,15,1,80s,20860
Cowboy Casanova,Carrie Underwood,spotify:track:6OqdF0vHI9xkqswI7EK0cD,0.597,0.82,5,-2.529,1,0.0582,0.0328,0.0,0.119,0.576,119.969,236787,4,22.6379,9,1,00s,34239
Situation Comedy Blues,Momus,spotify:track:5RbDqO1uqlZGzsk61vp3XW,0.548,0.707,4,-12.381,1,0.0362,0.598,0.000138,0.217,0.753,148.258,229000,4,40.05079,12,0,80s,18861
Listen To The Music,The Doobie Brothers,spotify:track:7Ar4G7Ci11gpt6sfH9Cgz5,0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,227267,4,18.9211,12,1,70s,11623
Milagre Brasileiro - Ao Vivo,MPB4,spotify:track:7gluxKYkMdLREvbCrXdGQh,0.368,0.675,2,-8.183,1,0.0614,0.992,0.154,0.653,0.82,66.319,100133,4,35.84205,4,0,70s,15769
Venecia sin ti - Que c'est triste Venise,Charles Aznavour,spotify:track:4z3HhHDG9CK5sUtFduNKl3,0.268,0.33,5,-13.264,1,0.0347,0.522,0.0,0.122,0.66,81.763,164840,5,35.87955,10,0,90s,28290
Highlife,Gyedu-Blay Ambolley,spotify:track:7jAOs2vHIb2b1Qiwy7q3am,0.84,0.727,5,-11.973,0,0.0519,0.383,0.19,0.114,0.863,124.528,299713,4,30.97049,13,0,80s,16631
Don't Forget To Remember Me,Carrie Underwood,spotify:track:0SCtEUwSkgavjuzebBznX5,0.434,0.608,2,-4.281,1,0.0311,0.564,0.0,0.283,0.331,78.606,240267,4,28.13589,12,1,00s,30961
Crazy For This Girl,Evan And Jaron,spotify:track:2gdt70w8DOCWGq1HdkgSUd,0.457,0.926,0,-5.461,1,0.038,0.000487,5.69e-05,0.0949,0.41,93.964,202027,4,30.81397,9,1,00s,32489
Check It Out,Tavares,spotify:track:7wzwYGQ4JQWYjJ30IjTeth,0.415,0.358,7,-13.509,1,0.0382,0.759,0.0,0.67,0.422,125.414,206933,4,45.6696,10,1,70s,10108
Nightstalker,Cloven Hoof,spotify:track:5rrmPfdPSOAq9M2456CpZZ,0.259,0.968,4,-5.25,1,0.15,0.00137,0.00368,0.0668,0.484,167.233,231080,4,28.61793,11,0,80s,16703
You Do The Science,Brandtson,spotify:track:07eeUsDyTcashxYps5vPf4,0.613,0.98,1,-5.549,0,0.0715,0.00799,1.47e-06,0.0488,0.34,144.004,182080,4,20.52151,9,0,00s,32251
Saturday Special,Birth Control,spotify:track:0cb9u9qLDJqiyTmAKyb3hV,0.438,0.867,6,-8.956,0,0.0883,0.497,0.346,0.788,0.641,127.573,346360,4,22.8077,15,0,90s,27622
I Want You,DJ Isaac,spotify:track:67l1rBGrnkh7642qmpWE3K,0.634,0.895,1,-4.445,1,0.216,0.0389,0.264,0.18,0.0935,150.057,190400,4,36.23743,10,0,10s,36739
Here Comes My Girl,Tom Petty And The Heartbreakers,spotify:track:685sEpLJe80Zzuxz3siOVT,0.578,0.734,4,-6.09,1,0.0304,0.0517,0.233,0.165,0.373,104.851,264453,4,27.31388,13,1,80s,16954
"Hate, Fear and Power",Hirax,spotify:track:5qToAK2pFDgg8lhCghqHQt,0.195,0.944,4,-7.325,0,0.155,0.0947,0.000362,0.917,0.0368,72.162,74013,3,18.25428,5,0,00s,30422
Symphony in C Major: IV - Allegro vivace,National Philharmonic Orchestra,spotify:track:6h7zMkXsGcY2H1kf8rFwua,0.27,0.208,7,-16.931,1,0.0357,0.921,0.899,0.0831,0.374,76.388,347280,4,49.09839,14,0,60s,8157
Rise the Wrath of Satan,Invincible Force,spotify:track:4kTr911YHfcLg8rqdAP2nr,0.186,0.98,6,-6.763,1,0.407,0.0575,0.921,0.352,0.038,176.723,179480,3,38.55051,8,0,10s,35174
Budapest,George Ezra,spotify:track:7q0aQpiLv5tIsupcgQ3Ny4,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.81,200733,4,23.21174,7,1,10s,39991
Blues On Blues,Hubert Sumlin,spotify:track:2kAbY0jtOaWcxLNpJRKH3n,0.527,0.0952,7,-18.651,1,0.0795,0.951,0.906,0.0988,0.374,93.399,224667,4,50.6795,12,0,70s,16139
Incision,Skinny Puppy,spotify:track:6Ta6vficUgtvqv8RDaYvUi,0.508,0.768,7,-14.219,1,0.0603,0.0373,0.022,0.531,0.565,132.352,281760,4,33.73542,13,0,80s,22813
Nunca nunca,Alejandro Conde,spotify:track:2XX5ncnXQ13mP02sk29DbU,0.523,0.788,5,-5.929,0,0.146,0.782,0.0,0.182,0.536,75.779,151053,4,33.06554,7,0,80s,21668
Vibes in Counterpoint,Bill Le Sage,spotify:track:5nxoFp0ZIQhpYyRKyZV45T,0.542,0.0731,7,-26.247,1,0.0452,0.96,0.881,0.114,0.712,81.039,156853,4,50.73682,5,0,70s,12699
Rain On Me,Ashanti,spotify:track:1YZBMqN8kHaaRPXpQTC3kb,0.606,0.699,8,-3.103,0,0.0337,0.344,1.93e-06,0.0757,0.509,83.699,297960,4,35.93742,10,1,00s,31447
עת דודים כלה,Zohar Argov,spotify:track:6yDaGiv9zGb7s9UZN9gEHO,0.402,0.742,0,-14.361,1,0.0645,0.0234,0.212,0.27,0.607,135.835,414093,4,34.47798,19,0,80s,22951
Absurdum,Deathening,spotify:track:6QAU9oC6kH13ybBhC3btoQ,0.384,0.909,4,-8.438,0,0.0632,0.0209,0.807,0.28,0.0338,113.961,104324,4,55.00342,4,0,10s,39915
Casino De Capri,The Bahama Soul Club,spotify:track:6DuhmGmdmxNDEdSqH7Sjt9,0.767,0.471,3,-10.892,0,0.0328,0.18,0.867,0.0797,0.539,109.983,270374,4,105.55665,9,0,10s,35665
Poland,Tangerine Dream,spotify:track:1zcrTJ2FxbP3kLuIUE5RP8,0.397,0.614,10,-12.733,1,0.0384,0.376,0.825,0.374,0.162,112.415,1346027,4,51.88181,45,0,80s,20921
"Honey Please, Can't Ya See",Barry White,spotify:track:5HUqK2g43gAWGaOP5e2ru9,0.711,0.737,8,-8.368,0,0.131,0.135,0.0,0.0533,0.85,114.881,179200,4,56.2303,8,1,70s,9024
After Hours,Ronny Jordan,spotify:track:0Y3hsFf9oJgwFtzYjWjeF0,0.525,0.61,6,-11.478,0,0.033,0.0424,0.00683,0.0461,0.616,169.418,352000,4,63.55655,15,0,00s,33834
Jack Metal - Demo,Pray TV,spotify:track:01HZ7dCfZeBq1TO6Y3xhJk,0.124,0.935,10,-7.686,1,0.072,0.00102,0.00123,0.776,0.401,182.364,188372,4,18.25149,11,0,10s,37934
Me So Horny,The 2 Live Crew,spotify:track:3EgvmOhP3NQUHY7d6PDOUg,0.941,0.727,0,-11.592,1,0.228,0.00472,0.000811,0.177,0.623,128.746,276467,4,28.43392,11,1,90s,27024
Silent Prayer,Shanice,spotify:track:1150hrBaCI6Vs9PBNEeS7m,0.466,0.405,9,-13.259,0,0.0365,0.136,0.0,0.102,0.159,141.758,303867,3,38.28599,12,1,90s,26680
Cogburn Country,Elmer Bernstein,spotify:track:7gTGPtkK3fiUxdi6xsb42N,0.548,0.666,0,-7.339,1,0.0563,0.73,0.431,0.129,0.483,117.657,114707,4,36.23462,8,0,60s,2709
God's Plan,Drake,spotify:track:6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4,62.99845,9,1,10s,37303
I Invented Sex,Trey Songz Featuring Drake,spotify:track:1Ug1mV9h5qVSs4rvvnQWux,0.69,0.76,0,-4.778,1,0.0587,0.0678,0.0,0.184,0.468,89.958,247933,4,30.1088,10,1,10s,39183
I Just Can't Get You Out Of My Mind,Four Tops,spotify:track:5u559Gmwn1p5ApKZ5KUaOD,0.659,0.777,5,-6.086,1,0.0468,0.533,0.0,0.138,0.871,113.243,239707,4,34.13538,10,1,70s,12617
It Never Entered My Mind - Live,Guy Lafitte,spotify:track:3mGTJDxUEBXjGMhmJXaUvt,0.52,0.329,8,-11.969,1,0.0429,0.9,0.46,0.765,0.28,124.584,528187,4,22.28889,26,0,70s,12946
כל נדרי,Haim Moshe,spotify:track:1FtQPiDL7wK5nLLGGVJZwW,0.555,0.343,5,-15.593,0,0.032,0.157,2.84e-06,0.168,0.263,75.419,241240,4,60.3676,9,0,80s,17512
How Do You Do!,Roxette,spotify:track:3rfOs6Miteal5wQUdFx8w1,0.619,0.72,0,-6.584,1,0.0275,0.0194,1.68e-06,0.218,0.852,120.874,189093,4,34.57512,11,1,90s,28491
All Star,Smash Mouth,spotify:track:3cfOd4CMv2snFaKAnMdnvK,0.731,0.867,11,-5.881,1,0.032,0.0395,0.0,0.0861,0.776,104.019,200373,4,55.21196,9,1,90s,27273
An Ending (Ascent) - Remastered,Brian Eno,spotify:track:4ZknuVR2jOpMOcfwWpsuEr,0.262,0.11,8,-23.161,1,0.0842,0.961,0.985,0.0829,0.0398,70.977,264867,3,41.44567,13,0,80s,21053
Dream A Little Dream Of Me,Diana Krall,spotify:track:744DamQba12yNGk0M5eSTz,0.471,0.115,10,-16.018,1,0.035,0.948,0.0,0.112,0.253,106.061,277413,3,25.34552,13,0,10s,36048
Kickin' Ass,KMFDM,spotify:track:2pgea9j7B3FLiUXTlnCP9j,0.667,0.867,5,-6.227,0,0.0365,0.00218,0.162,0.183,0.897,109.329,248387,4,47.15776,11,0,80s,16760
Raging Fire,Phillip Phillips,spotify:track:3Q2tKt6gKdn9LUMcHFxNJy,0.557,0.833,7,-4.671,1,0.073,0.00867,0.0,0.0621,0.449,125.909,234693,4,50.51693,7,1,10s,34968
Fight,Metalium,spotify:track:2Nw8tyG3Z6SYvOUJwkPKps,0.454,0.99,1,-3.241,1,0.19,2.68e-05,0.00153,0.285,0.378,145.55,190907,4,44.63459,10,0,90s,25802
Say You Love Me,The Impressions,spotify:track:0pnWjLrf784CX0CHKYoUVj,0.253,0.454,2,-11.041,1,0.0361,0.393,2.69e-06,0.0556,0.541,168.486,185667,3,37.65256,9,1,60s,220
Walking Away,Information Society,spotify:track:1ySU5eDCMIV2ttnsniySm5,0.705,0.709,9,-12.083,0,0.0569,0.0101,0.167,0.33,0.79,118.415,304467,4,35.17535,12,1,80s,17832
One More Chance,Michael Jackson,spotify:track:7uyivkbdc8iH8wyBGBhlXV,0.476,0.596,7,-4.234,1,0.0707,0.108,0.0,0.137,0.549,80.738,229000,4,51.11367,8,1,00s,33466
A Taste Of Honey,Tony Bennett,spotify:track:6m6s3MapXf4go7fmDJv3IP,0.391,0.237,0,-9.567,1,0.0288,0.834,0.0,0.104,0.362,98.253,174667,3,36.47847,12,1,60s,8588
Cheated (To All The Girls),Wyclef Jean Featuring Queen Pen & The Product,spotify:track:7HOSAYbNhvlQCjazxUXNTh,0.667,0.451,9,-11.926,1,0.0367,0.623,1.03e-05,0.195,0.644,93.008,276573,4,39.41906,8,1,90s,28667
Ingrato Amor,Vicente Fernández,spotify:track:3rNTlIIKiozKrSHgypmzi5,0.458,0.102,4,-13.536,1,0.0349,0.92,0.00425,0.255,0.537,144.248,165773,3,19.3423,10,0,60s,474
Hillbilly Shoes,Montgomery Gentry,spotify:track:0kJeo33oWW6Nx4tkUNPshJ,0.655,0.837,7,-6.072,1,0.0355,0.0332,0.00223,0.111,0.708,115.938,192586,4,37.85231,10,1,90s,27246
Wings Of The Morning,Capleton,spotify:track:6NY8PMePZSyy2YPzJlhO7H,0.818,0.769,4,-4.428,0,0.196,0.113,2.35e-05,0.118,0.728,88.015,231667,4,21.26307,12,1,90s,27763
Shadows,Midnight Juggernauts,spotify:track:70FnspvBkV1dpGdwrg0ceG,0.681,0.811,1,-3.836,1,0.0537,0.00281,0.678,0.157,0.78,126.996,258160,4,37.3423,9,0,00s,29909
Soul Surge - Remastered,Freddie Hubbard,spotify:track:4AFFoHaMgcu67xMwqiA4CM,0.498,0.467,10,-10.892,0,0.0673,0.784,0.452,0.094,0.493,75.342,624960,3,37.75417,27,0,10s,38304
Love Like Crazy,Lee Brice,spotify:track:6Ozp6ac86CSHMik8lbvJuM,0.535,0.725,10,-5.108,1,0.0275,0.0203,1.45e-05,0.176,0.292,78.489,217387,4,30.01064,11,1,10s,38878
"Silent Night, Holy Night",Mahalia Jackson,spotify:track:0Sn8vim5lTr9xPeC1hqBrD,0.202,0.0246,3,-20.881,1,0.033,0.978,0.00183,0.149,0.103,95.346,302800,3,77.19816,12,1,60s,4285
The English Dance,John Renbourn,spotify:track:1sURKxVzYnHnvqLqi0dgzK,0.349,0.345,9,-15.128,1,0.0366,0.881,0.888,0.111,0.765,134.476,168227,4,30.76478,8,0,70s,14561
Soul Limbo,Booker T. & the M.G.'s,spotify:track:4el7adJljJDqMzTzkxpQZi,0.685,0.68,0,-9.494,1,0.0427,0.256,0.784,0.0705,0.977,124.302,142933,4,36.12392,6,0,90s,26196
River Man,Nick Drake,spotify:track:3Uh7rAb7F0XGVpEEDwfH1k,0.474,0.118,8,-20.098,1,0.0339,0.852,0.735,0.112,0.0921,114.52,258680,5,39.47285,18,0,60s,1186
Vanthisuve -- Nattai -- Kandachapu -- Purandarados,M. L. Vasanthakumari,spotify:track:3b0XwcWR0SjW9CucCcIZYY,0.426,0.704,1,-13.575,1,0.428,0.86,1.44e-06,0.501,0.944,180.798,329133,4,62.78368,12,0,00s,30931
Speed Of Sound,Coldplay,spotify:track:7clUVcSOtkNWa58Gw5RfD4,0.523,0.898,11,-6.765,0,0.0567,0.00491,0.0345,0.0746,0.355,123.085,287907,4,66.49781,9,1,00s,29878
Behind Bars,Slick Rick,spotify:track:1kxq2ByL62HX8YQQdvK3mz,0.549,0.804,7,-6.115,1,0.366,0.103,0.0,0.18,0.707,190.479,201960,4,43.58976,10,1,90s,25840
Licensed to Kill,Jag Panzer,spotify:track:1mvF5DyiiSUF9DHo9VJRea,0.357,0.769,11,-8.183,1,0.0513,9.18e-06,0.000153,0.0205,0.689,133.293,182360,4,37.49079,8,0,80s,18778
Fool That I Am,Rita Coolidge,spotify:track:3wH7W8LKlbW0fapyOifrAC,0.585,0.244,8,-10.184,1,0.0272,0.486,0.0,0.116,0.279,135.624,188827,4,25.21083,10,1,80s,18393
Glaciers Interdits (Synthe Solo),Laurence Vanay,spotify:track:0jxUS2CvuWDMXhUC3HqIWy,0.381,0.00919,6,-24.525,1,0.0633,0.988,0.0922,0.103,0.102,114.238,316320,3,46.57337,16,0,70s,15574
Pray,Justin Bieber,spotify:track:3O5zp6tOdGFWi0NdzC0frI,0.57,0.797,11,-7.674,1,0.0599,0.124,1.13e-06,0.105,0.664,163.969,212320,4,42.50437,8,1,10s,38478
